1479	486163399114993267.wav	سونا کو ہر طرح کی شکلوں میں ڈھالا جاسکتا ہے۔ اس کو چھوٹی سے چھوٹی شکل دی جاسکتی ہے۔	سونا کو ہر طرح کی شکلوں میں ڈھالا جاسکتا ہے اس کو چھوٹی سے چھوٹی شکل دی جاسکتی ہے	س و ن ا | ک و | ہ ر | ط ر ح | ک ی | ش ک ل و ں | م ی ں | ڈ ھ ا ل ا | ج ا س ک ت ا | ہ ے | ا س | ک و | چ ھ و ٹ ی | س ے | چ ھ و ٹ ی | ش ک ل | د ی | ج ا س ک ت ی | ہ ے |	120000	FEMALE
308	6417871288879040484.wav	منگل کے روز وہ اوساکا میں انتقال کر گئے۔	منگل کے روز وہ اوساکا میں انتقال کر گئے	م ن گ ل | ک ے | ر و ز | و ہ | ا و س ا ک ا | م ی ں | ا ن ت ق ا ل | ک ر | گ ئ ے |	72960	MALE
816	3087803393255517458.wav	بین الاقوامی سطح پر تقریبا 200 ٹور تنظیمیں چل رہی ہیں- ان میں سے زیادہ تر آزادانہ طور پر کام کرتی ہیں-	بین الاقوامی سطح پر تقریبا 200 ٹور تنظیمیں چل رہی ہیں ان میں سے زیادہ تر آزادانہ طور پر کام کرتی ہیں	ب ی ن | ا ل ا ق و ا م ی | س ط ح | پ ر | ت ق ر ی ب ا | 2 0 0 | ٹ و ر | ت ن ظ ی م ی ں | چ ل | ر ہ ی | ہ ی ں | ا ن | م ی ں | س ے | ز ی ا د ہ | ت ر | آ ز ا د ا ن ہ | ط و ر | پ ر | ک ا م | ک ر ت ی | ہ ی ں |	192960	MALE
1330	14628087865766025751.wav	کامنز منتظم ایڈم کیورڈن نے گزشتہ ماہ وکی نیوز سے بات کرتے ہوئے حذف کاریوں پر اپنی مایوسی کا اظہار کیا۔	کامنز منتظم ایڈم کیورڈن نے گزشتہ ماہ وکی نیوز سے بات کرتے ہوئے حذف کاریوں پر اپنی مایوسی کا اظہار کیا	ک ا م ن ز | م ن ت ظ م | ا ی ڈ م | ک ی و ر ڈ ن | ن ے | گ ز ش ت ہ | م ا ہ | و ک ی | ن ی و ز | س ے | ب ا ت | ک ر ت ے | ہ و ئ ے | ح ذ ف | ک ا ر ی و ں | پ ر | ا پ ن ی | م ا ی و س ی | ک ا | ا ظ ہ ا ر | ک ی ا |	265920	MALE
1389	8087912918684347226.wav	پیشگی بُکنگ مسافر کو ذہنی سکون عطا کرتی ہے کہ اپنی منزل پر پہنچنے کے بعد سونے کا انتظام ہوجائے گا۔	پیشگی بُکنگ مسافر کو ذہنی سکون عطا کرتی ہے کہ اپنی منزل پر پہنچنے کے بعد سونے کا انتظام ہوجائے گا	پ ی ش گ ی | ب ُ ک ن گ | م س ا ف ر | ک و | ذ ہ ن ی | س ک و ن | ع ط ا | ک ر ت ی | ہ ے | ک ہ | ا پ ن ی | م ن ز ل | پ ر | پ ہ ن چ ن ے | ک ے | ب ع د | س و ن ے | ک ا | ا ن ت ظ ا م | ہ و ج ا ئ ے | گ ا |	134400	FEMALE
845	1103804902682429790.wav	اگرچہ یہ جدید مظہر قدرت سے بعید ہے، لیکن زیادہ تر لوگ شاید اسے سپرے پینٹ کا استعمال کرتے ہوئے سرکاری اور نجی املاک کی غارت گری کرنے والے نوجوانوں سے منسلک کرتے ہیں۔	اگرچہ یہ جدید مظہر قدرت سے بعید ہے لیکن زیادہ تر لوگ شاید اسے سپرے پینٹ کا استعمال کرتے ہوئے سرکاری اور نجی املاک کی غارت گری کرنے والے نوجوانوں سے منسلک کرتے ہیں	ا گ ر چ ہ | ی ہ | ج د ی د | م ظ ہ ر | ق د ر ت | س ے | ب ع ی د | ہ ے | ل ی ک ن | ز ی ا د ہ | ت ر | ل و گ | ش ا ی د | ا س ے | س پ ر ے | پ ی ن ٹ | ک ا | ا س ت ع م ا ل | ک ر ت ے | ہ و ئ ے | س ر ک ا ر ی | ا و ر | ن ج ی | ا م ل ا ک | ک ی | غ ا ر ت | گ ر ی | ک ر ن ے | و ا ل ے | ن و ج و ا ن و ں | س ے | م ن س ل ک | ک ر ت ے | ہ ی ں |	257280	MALE
485	15667072985223952707.wav	تصوّف کے مذہبی عقائد کی دوسری شکلوں سے اور عبادت کو شعور کی منفرد حالت کے براہ راست ذاتی تجربے پر تاکید سے، خاص طور پر ان پرامن، صاحِب ادراک، شادمانی یا یہاں تک کہ حالت وجد والے کردار کے ذریعہ بھی نمایاں کیا جا سکتا ہے-	تصوّف کے مذہبی عقائد کی دوسری شکلوں سے اور عبادت کو شعور کی منفرد حالت کے براہ راست ذاتی تجربے پر تاکید سے خاص طور پر ان پرامن صاحِب ادراک شادمانی یا یہاں تک کہ حالت وجد والے کردار کے ذریعہ بھی نمایاں کیا جا سکتا ہے	ت ص و ّ ف | ک ے | م ذ ہ ب ی | ع ق ا ئ د | ک ی | د و س ر ی | ش ک ل و ں | س ے | ا و ر | ع ب ا د ت | ک و | ش ع و ر | ک ی | م ن ف ر د | ح ا ل ت | ک ے | ب ر ا ہ | ر ا س ت | ذ ا ت ی | ت ج ر ب ے | پ ر | ت ا ک ی د | س ے | خ ا ص | ط و ر | پ ر | ا ن | پ ر ا م ن | ص ا ح ِ ب | ا د ر ا ک | ش ا د م ا ن ی | ی ا | ی ہ ا ں | ت ک | ک ہ | ح ا ل ت | و ج د | و ا ل ے | ک ر د ا ر | ک ے | ذ ر ی ع ہ | ب ھ ی | ن م ا ی ا ں | ک ی ا | ج ا | س ک ت ا | ہ ے |	268800	FEMALE
629	15170471899974741967.wav	اس قسم کے خیالات کے حال افراد منطقانہ سوچ رکھتے ہیں، پیٹرنز کو یاد رکھنے، مسائل کو حل کرنے اور سائنسی ٹیسٹوں پر کام کرنے کے قابل ہیں۔	اس قسم کے خیالات کے حال افراد منطقانہ سوچ رکھتے ہیں پیٹرنز کو یاد رکھنے مسائل کو حل کرنے اور سائنسی ٹیسٹوں پر کام کرنے کے قابل ہیں	ا س | ق س م | ک ے | خ ی ا ل ا ت | ک ے | ح ا ل | ا ف ر ا د | م ن ط ق ا ن ہ | س و چ | ر ک ھ ت ے | ہ ی ں | پ ی ٹ ر ن ز | ک و | ی ا د | ر ک ھ ن ے | م س ا ئ ل | ک و | ح ل | ک ر ن ے | ا و ر | س ا ئ ن س ی | ٹ ی س ٹ و ں | پ ر | ک ا م | ک ر ن ے | ک ے | ق ا ب ل | ہ ی ں |	203520	MALE
1095	3639992382701627553.wav	وہ مصارف بڑے حصہ اور فلیپین حکومت کے نام سے وال اسٹریٹ کے بینکوں کے ذریعہ جاری بانڈس کے سود کی ادائیگی کی غرض سے ولایاتِ متحدہ کی حکومت کو ٹیکس ادا کرتے تھے۔	وہ مصارف بڑے حصہ اور فلیپین حکومت کے نام سے وال اسٹریٹ کے بینکوں کے ذریعہ جاری بانڈس کے سود کی ادائیگی کی غرض سے ولایاتِ متحدہ کی حکومت کو ٹیکس ادا کرتے تھے	و ہ | م ص ا ر ف | ب ڑ ے | ح ص ہ | ا و ر | ف ل ی پ ی ن | ح ک و م ت | ک ے | ن ا م | س ے | و ا ل | ا س ٹ ر ی ٹ | ک ے | ب ی ن ک و ں | ک ے | ذ ر ی ع ہ | ج ا ر ی | ب ا ن ڈ س | ک ے | س و د | ک ی | ا د ا ئ ی گ ی | ک ی | غ ر ض | س ے | و ل ا ی ا ت ِ | م ت ح د ہ | ک ی | ح ک و م ت | ک و | ٹ ی ک س | ا د ا | ک ر ت ے | ت ھ ے |	242880	MALE
214	15816553384201662422.wav	اس وقت قریب 100 رہائش پزیر لوگوں کو علاقے سے نکال لیا گیا۔	اس وقت قریب 100 رہائش پزیر لوگوں کو علاقے سے نکال لیا گیا	ا س | و ق ت | ق ر ی ب | 1 0 0 | ر ہ ا ئ ش | پ ز ی ر | ل و گ و ں | ک و | ع ل ا ق ے | س ے | ن ک ا ل | ل ی ا | گ ی ا |	80640	FEMALE
227	18383369275173509929.wav	اس کی موجودگی صرف کائنات کی توسیع پر اس کے پڑنے والے اثرات کے سبب جانی جاتی ہے۔	اس کی موجودگی صرف کائنات کی توسیع پر اس کے پڑنے والے اثرات کے سبب جانی جاتی ہے	ا س | ک ی | م و ج و د گ ی | ص ر ف | ک ا ئ ن ا ت | ک ی | ت و س ی ع | پ ر | ا س | ک ے | پ ڑ ن ے | و ا ل ے | ا ث ر ا ت | ک ے | س ب ب | ج ا ن ی | ج ا ت ی | ہ ے |	109440	FEMALE
883	13436615292019443898.wav	دوسرے علاقوں کے رہائشی اکثر یہاں منتقل ہونے کی بنیادی وجہ خاندانی دوستانہ روش کو گردانتے ہیں، اور زائرین اکثر اس شہر میں بچوں کے ہمراہ لطف اندوز ہونے کو آسان تصور کرتے ہیں۔	دوسرے علاقوں کے رہائشی اکثر یہاں منتقل ہونے کی بنیادی وجہ خاندانی دوستانہ روش کو گردانتے ہیں اور زائرین اکثر اس شہر میں بچوں کے ہمراہ لطف اندوز ہونے کو آسان تصور کرتے ہیں	د و س ر ے | ع ل ا ق و ں | ک ے | ر ہ ا ئ ش ی | ا ک ث ر | ی ہ ا ں | م ن ت ق ل | ہ و ن ے | ک ی | ب ن ی ا د ی | و ج ہ | خ ا ن د ا ن ی | د و س ت ا ن ہ | ر و ش | ک و | گ ر د ا ن ت ے | ہ ی ں | ا و ر | ز ا ئ ر ی ن | ا ک ث ر | ا س | ش ہ ر | م ی ں | ب چ و ں | ک ے | ہ م ر ا ہ | ل ط ف | ا ن د و ز | ہ و ن ے | ک و | آ س ا ن | ت ص و ر | ک ر ت ے | ہ ی ں |	255360	MALE
607	11124954663247630882.wav	مذہبی علماء، فلسفیوں، اور سائنسدان ہزاروں سالوں سے وقت کا مطالعہ کرتے رہے ہیں۔	مذہبی علماء فلسفیوں اور سائنسدان ہزاروں سالوں سے وقت کا مطالعہ کرتے رہے ہیں	م ذ ہ ب ی | ع ل م ا ء | ف ل س ف ی و ں | ا و ر | س ا ئ ن س د ا ن | ہ ز ا ر و ں | س ا ل و ں | س ے | و ق ت | ک ا | م ط ا ل ع ہ | ک ر ت ے | ر ہ ے | ہ ی ں |	155520	MALE
1305	2178478364475793120.wav	ابھی تک، عوامی نقل و حمل اور دیگر سہولیات میں ہسپانوی زبان کو بڑے پیمانے پر استعمال کیا جاتا ہے۔	ابھی تک عوامی نقل و حمل اور دیگر سہولیات میں ہسپانوی زبان کو بڑے پیمانے پر استعمال کیا جاتا ہے	ا ب ھ ی | ت ک | ع و ا م ی | ن ق ل | و | ح م ل | ا و ر | د ی گ ر | س ہ و ل ی ا ت | م ی ں | ہ س پ ا ن و ی | ز ب ا ن | ک و | ب ڑ ے | پ ی م ا ن ے | پ ر | ا س ت ع م ا ل | ک ی ا | ج ا ت ا | ہ ے |	154560	MALE
97	1888334158583023068.wav	آئی ایل-76 1970 کی دہائی سے روسی اور سوویت افواج کا ایک بڑا مُکوِّن رہا ہے، اور روس میں یہ پچھلے ماہ ایک سنگین حادثہ سے دوچار ہو چکا ہے۔	آئی ایل-76 1970 کی دہائی سے روسی اور سوویت افواج کا ایک بڑا مُکوِّن رہا ہے اور روس میں یہ پچھلے ماہ ایک سنگین حادثہ سے دوچار ہو چکا ہے	آ ئ ی | ا ی ل - 7 6 | 1 9 7 0 | ک ی | د ہ ا ئ ی | س ے | ر و س ی | ا و ر | س و و ی ت | ا ف و ا ج | ک ا | ا ی ک | ب ڑ ا | م ُ ک و ِ ّ ن | ر ہ ا | ہ ے | ا و ر | ر و س | م ی ں | ی ہ | پ چ ھ ل ے | م ا ہ | ا ی ک | س ن گ ی ن | ح ا د ث ہ | س ے | د و چ ا ر | ہ و | چ ک ا | ہ ے |	209280	FEMALE
855	12491586939019064294.wav	میٹرو پلس زیادہ آرام دہ اور کم بھیڑ والا ہوتا ہے، لیکن کچھ مہنگا ہوتا ہے، اگرچہ یہ یورپ کے عام میٹرو ٹکٹ سے پھر بھی سستا ہے۔	میٹرو پلس زیادہ آرام دہ اور کم بھیڑ والا ہوتا ہے لیکن کچھ مہنگا ہوتا ہے اگرچہ یہ یورپ کے عام میٹرو ٹکٹ سے پھر بھی سستا ہے	م ی ٹ ر و | پ ل س | ز ی ا د ہ | آ ر ا م | د ہ | ا و ر | ک م | ب ھ ی ڑ | و ا ل ا | ہ و ت ا | ہ ے | ل ی ک ن | ک چ ھ | م ہ ن گ ا | ہ و ت ا | ہ ے | ا گ ر چ ہ | ی ہ | ی و ر پ | ک ے | ع ا م | م ی ٹ ر و | ٹ ک ٹ | س ے | پ ھ ر | ب ھ ی | س س ت ا | ہ ے |	169920	FEMALE
461	10436494147853326344.wav	زیادہ تر ٹیلی ویژن لوگوں کو خوش کرنے کیلئے بنائے گئے ہیں۔	زیادہ تر ٹیلی ویژن لوگوں کو خوش کرنے کیلئے بنائے گئے ہیں	ز ی ا د ہ | ت ر | ٹ ی ل ی | و ی ژ ن | ل و گ و ں | ک و | خ و ش | ک ر ن ے | ک ی ل ئ ے | ب ن ا ئ ے | گ ئ ے | ہ ی ں |	111360	MALE
1486	1962146850614072863.wav	اس کے بارے میں اندازہ لگایا جا رہا ہے کہ وہ 2016 کے لیے صدارتی انتخاب میں حصہ لے گا۔	اس کے بارے میں اندازہ لگایا جا رہا ہے کہ وہ 2016 کے لیے صدارتی انتخاب میں حصہ لے گا	ا س | ک ے | ب ا ر ے | م ی ں | ا ن د ا ز ہ | ل گ ا ی ا | ج ا | ر ہ ا | ہ ے | ک ہ | و ہ | 2 0 1 6 | ک ے | ل ی ے | ص د ا ر ت ی | ا ن ت خ ا ب | م ی ں | ح ص ہ | ل ے | گ ا |	121920	FEMALE
1075	7041993846398723186.wav	فلٹرز تاثیر میں مختلف ہوتی ہیں، اور آپ کو تشویش ہونی چاہئے، تو پھر آپ ایک قابل بھروسہ کمپنی سے ایک مہر بند بوتل میں آپ کو پانی خریدنے پر غور کرنا چاہئے.	فلٹرز تاثیر میں مختلف ہوتی ہیں اور آپ کو تشویش ہونی چاہئے تو پھر آپ ایک قابل بھروسہ کمپنی سے ایک مہر بند بوتل میں آپ کو پانی خریدنے پر غور کرنا چاہئے	ف ل ٹ ر ز | ت ا ث ی ر | م ی ں | م خ ت ل ف | ہ و ت ی | ہ ی ں | ا و ر | آ پ | ک و | ت ش و ی ش | ہ و ن ی | چ ا ہ ئ ے | ت و | پ ھ ر | آ پ | ا ی ک | ق ا ب ل | ب ھ ر و س ہ | ک م پ ن ی | س ے | ا ی ک | م ہ ر | ب ن د | ب و ت ل | م ی ں | آ پ | ک و | پ ا ن ی | خ ر ی د ن ے | پ ر | غ و ر | ک ر ن ا | چ ا ہ ئ ے |	188160	FEMALE
473	8559390488546473718.wav	اسپینی جا نشینی کی جنگ پہلی جنگ تھی جس کا مرکزی مسئلہ طاقت کا توازن (بیلنس آف پاور) تھا۔	اسپینی جا نشینی کی جنگ پہلی جنگ تھی جس کا مرکزی مسئلہ طاقت کا توازن بیلنس آف پاور تھا۔	ا س پ ی ن ی | ج ا | ن ش ی ن ی | ک ی | ج ن گ | پ ہ ل ی | ج ن گ | ت ھ ی | ج س | ک ا | م ر ک ز ی | م س ئ ل ہ | ط ا ق ت | ک ا | ت و ا ز ن | ب ی ل ن س | آ ف | پ ا و ر | ت ھ ا ۔ |	152640	MALE
956	17808290840965103793.wav	اگر آپ کے پاس سفر کا مزید وقت ہے تو یہ معلوم کر نے کے لئے پڑتال کریں کہ آپ کے افریقہ کے مجموعی سفر کے کرایہ کا موازنہ پوری دنیا کے سفر کے کرایہ سے کیا ہے۔	اگر آپ کے پاس سفر کا مزید وقت ہے تو یہ معلوم کر نے کے لئے پڑتال کریں کہ آپ کے افریقہ کے مجموعی سفر کے کرایہ کا موازنہ پوری دنیا کے سفر کے کرایہ سے کیا ہے	ا گ ر | آ پ | ک ے | پ ا س | س ف ر | ک ا | م ز ی د | و ق ت | ہ ے | ت و | ی ہ | م ع ل و م | ک ر | ن ے | ک ے | ل ئ ے | پ ڑ ت ا ل | ک ر ی ں | ک ہ | آ پ | ک ے | ا ف ر ی ق ہ | ک ے | م ج م و ع ی | س ف ر | ک ے | ک ر ا ی ہ | ک ا | م و ا ز ن ہ | پ و ر ی | د ن ی ا | ک ے | س ف ر | ک ے | ک ر ا ی ہ | س ے | ک ی ا | ہ ے |	197760	FEMALE
356	1135773408905619284.wav	چوں کہ بلیڈ کا باٹم ہلکا ٹیڑھا ہے لہذا جب بلیڈ ایک یا دوسری سمت جھکتا ہے تو اس کا کنارہ جو برف کے کنٹیکٹ میں ہے وہ بھی ٹیڑھا ہو جاتا ہے۔	چوں کہ بلیڈ کا باٹم ہلکا ٹیڑھا ہے لہذا جب بلیڈ ایک یا دوسری سمت جھکتا ہے تو اس کا کنارہ جو برف کے کنٹیکٹ میں ہے وہ بھی ٹیڑھا ہو جاتا ہے	چ و ں | ک ہ | ب ل ی ڈ | ک ا | ب ا ٹ م | ہ ل ک ا | ٹ ی ڑ ھ ا | ہ ے | ل ہ ذ ا | ج ب | ب ل ی ڈ | ا ی ک | ی ا | د و س ر ی | س م ت | ج ھ ک ت ا | ہ ے | ت و | ا س | ک ا | ک ن ا ر ہ | ج و | ب ر ف | ک ے | ک ن ٹ ی ک ٹ | م ی ں | ہ ے | و ہ | ب ھ ی | ٹ ی ڑ ھ ا | ہ و | ج ا ت ا | ہ ے |	264000	MALE
720	1981274310733045824.wav	جمہوریہ ڈومنک (ہسپانوی: ریپبلیکا ڈومینیکانا) ایک کیریبیائی ملک ہے جو ہسپانیولا جزیرے کے نصف مشرقی حصے پر قابض ہیں، جس کا حصہ ہیئتی کے ساتھ ملتا ہے	جمہوریہ ڈومنک ہسپانوی: ریپبلیکا ڈومینیکانا ایک کیریبیائی ملک ہے جو ہسپانیولا جزیرے کے نصف مشرقی حصے پر قابض ہیں، جس کا حصہ ہیئتی کے ساتھ ملتا ہے	ج م ہ و ر ی ہ | ڈ و م ن ک | ہ س پ ا ن و ی : | ر ی پ ب ل ی ک ا | ڈ و م ی ن ی ک ا ن ا | ا ی ک | ک ی ر ی ب ی ا ئ ی | م ل ک | ہ ے | ج و | ہ س پ ا ن ی و ل ا | ج ز ی ر ے | ک ے | ن ص ف | م ش ر ق ی | ح ص ے | پ ر | ق ا ب ض | ہ ی ں ، | ج س | ک ا | ح ص ہ | ہ ی ئ ت ی | ک ے | س ا ت ھ | م ل ت ا | ہ ے |	368640	MALE
730	6188331189738844082.wav	بوین جزیرہ کایاکنگ (ڈونگی میں سفر کرنے)، ہائکنگ (پیدل لمبی دوری کا سفر کرنے)، خریداری، رستوراں، اور بہت کچھ پیش کرنے والا ایک دن کی سیاحت یا ہفتہ کے آخر میں پُرلطف سفر کیلئے مشہور ہے-	بوین جزیرہ کایاکنگ ڈونگی میں سفر کرنے، ہائکنگ پیدل لمبی دوری کا سفر کرنے، خریداری، رستوراں، اور بہت کچھ پیش کرنے والا ایک دن کی سیاحت یا ہفتہ کے آخر میں پُرلطف سفر کیلئے مشہور ہے-	ب و ی ن | ج ز ی ر ہ | ک ا ی ا ک ن گ | ڈ و ن گ ی | م ی ں | س ف ر | ک ر ن ے ، | ہ ا ئ ک ن گ | پ ی د ل | ل م ب ی | د و ر ی | ک ا | س ف ر | ک ر ن ے ، | خ ر ی د ا ر ی ، | ر س ت و ر ا ں ، | ا و ر | ب ہ ت | ک چ ھ | پ ی ش | ک ر ن ے | و ا ل ا | ا ی ک | د ن | ک ی | س ی ا ح ت | ی ا | ہ ف ت ہ | ک ے | آ خ ر | م ی ں | پ ُ ر ل ط ف | س ف ر | ک ی ل ئ ے | م ش ہ و ر | ہ ے - |	313920	MALE
824	742391240149190372.wav	کسی کارندے کی خدمات حاصل کرنا بہتر ہو سکتا ہے، جو اکثر آپ کیلئے اس طرح کے ٹرپس بُک کرتا ہے۔	کسی کارندے کی خدمات حاصل کرنا بہتر ہو سکتا ہے جو اکثر آپ کیلئے اس طرح کے ٹرپس بُک کرتا ہے	ک س ی | ک ا ر ن د ے | ک ی | خ د م ا ت | ح ا ص ل | ک ر ن ا | ب ہ ت ر | ہ و | س ک ت ا | ہ ے | ج و | ا ک ث ر | آ پ | ک ی ل ئ ے | ا س | ط ر ح | ک ے | ٹ ر پ س | ب ُ ک | ک ر ت ا | ہ ے |	174720	MALE
283	12468287118077543231.wav	پیرس، بلغاریہ کے صوفیہ، لتھوانیا کے ولیونس، مالٹا کے والیٹا، ایسٹونیا کے ٹیلن، اور اسکاٹ لینڈ کے ایڈنبرگ اور گلاسگو میں بھی مظاہرے ہوئے۔	پیرس بلغاریہ کے صوفیہ لتھوانیا کے ولیونس مالٹا کے والیٹا ایسٹونیا کے ٹیلن اور اسکاٹ لینڈ کے ایڈنبرگ اور گلاسگو میں بھی مظاہرے ہوئے	پ ی ر س | ب ل غ ا ر ی ہ | ک ے | ص و ف ی ہ | ل ت ھ و ا ن ی ا | ک ے | و ل ی و ن س | م ا ل ٹ ا | ک ے | و ا ل ی ٹ ا | ا ی س ٹ و ن ی ا | ک ے | ٹ ی ل ن | ا و ر | ا س ک ا ٹ | ل ی ن ڈ | ک ے | ا ی ڈ ن ب ر گ | ا و ر | گ ل ا س گ و | م ی ں | ب ھ ی | م ظ ا ہ ر ے | ہ و ئ ے |	333120	MALE
291	14552095496898724176.wav	آئس لینڈک میٹیورولوجیکل آفس نے بھی گُزشتہ 48 گھنٹوں میں ہیکلا کے علاقے میں کسی زلزلے کی سرگرمی کی اطلاع نہیں دی۔	آئس لینڈک میٹیورولوجیکل آفس نے بھی گُزشتہ 48 گھنٹوں میں ہیکلا کے علاقے میں کسی زلزلے کی سرگرمی کی اطلاع نہیں دی	آ ئ س | ل ی ن ڈ ک | م ی ٹ ی و ر و ل و ج ی ک ل | آ ف س | ن ے | ب ھ ی | گ ُ ز ش ت ہ | 4 8 | گ ھ ن ٹ و ں | م ی ں | ہ ی ک ل ا | ک ے | ع ل ا ق ے | م ی ں | ک س ی | ز ل ز ل ے | ک ی | س ر گ ر م ی | ک ی | ا ط ل ا ع | ن ہ ی ں | د ی |	176640	FEMALE
1172	8222059645878007200.wav	اس طرح کے اطفال ”فیرل“ یا وحشی کہلاتے ہیں۔ بعض فیرل اطفال کو لوگ (عموماً ان کے والدین) محبوس کر دیتے ہیں؛ بعض حالات میں بچے سے کنارہ کش ہونے کا باعث یہ ہوتا ہے کہ والدین بچے کے سنگین ذہنی یا جسمانی نقص کو رد کر دیتے ہیں۔	اس طرح کے اطفال ”فیرل  یا وحشی کہلاتے ہیں۔ بعض فیرل اطفال کو لوگ عموماً ان کے والدین محبوس کر دیتے ہیں؛ بعض حالات میں بچے سے کنارہ کش ہونے کا باعث یہ ہوتا ہے کہ والدین بچے کے سنگین ذہنی یا جسمانی نقص کو رد کر دیتے ہیں۔	ا س | ط ر ح | ک ے | ا ط ف ا ل | ” ف ی ر ل | ی ا | و ح ش ی | ک ہ ل ا ت ے | ہ ی ں ۔ | ب ع ض | ف ی ر ل | ا ط ف ا ل | ک و | ل و گ | ع م و م ا ً | ا ن | ک ے | و ا ل د ی ن | م ح ب و س | ک ر | د ی ت ے | ہ ی ں ؛ | ب ع ض | ح ا ل ا ت | م ی ں | ب چ ے | س ے | ک ن ا ر ہ | ک ش | ہ و ن ے | ک ا | ب ا ع ث | ی ہ | ہ و ت ا | ہ ے | ک ہ | و ا ل د ی ن | ب چ ے | ک ے | س ن گ ی ن | ذ ہ ن ی | ی ا | ج س م ا ن ی | ن ق ص | ک و | ر د | ک ر | د ی ت ے | ہ ی ں ۔ |	280320	FEMALE
22	8074747981862931345.wav	ہسیہ نے یہ دلیل بھی دی کہ فوٹوجنک ایم اے ٹھوس مادہ سے زیادہ اسٹائل تھا۔	ہسیہ نے یہ دلیل بھی دی کہ فوٹوجنک ایم اے ٹھوس مادہ سے زیادہ اسٹائل تھا	ہ س ی ہ | ن ے | ی ہ | د ل ی ل | ب ھ ی | د ی | ک ہ | ف و ٹ و ج ن ک | ا ی م | ا ے | ٹ ھ و س | م ا د ہ | س ے | ز ی ا د ہ | ا س ٹ ا ئ ل | ت ھ ا |	217920	MALE
31	2798389115929042338.wav	امریکی افواج کے نظام سنبھالنے پر قیدی کے ساتھ بدسلوکی کا پتہ چلنے کے بعد جیل بدنام ہو گئی تھی۔	امریکی افواج کے نظام سنبھالنے پر قیدی کے ساتھ بدسلوکی کا پتہ چلنے کے بعد جیل بدنام ہو گئی تھی	ا م ر ی ک ی | ا ف و ا ج | ک ے | ن ظ ا م | س ن ب ھ ا ل ن ے | پ ر | ق ی د ی | ک ے | س ا ت ھ | ب د س ل و ک ی | ک ا | پ ت ہ | چ ل ن ے | ک ے | ب ع د | ج ی ل | ب د ن ا م | ہ و | گ ئ ی | ت ھ ی |	136320	MALE
832	17750279963064338243.wav	رات کی سلیپر ٹرینوں میں، پاسپورٹ کنڈکٹر جمع لے سکتا ہے تاکہ آپ کی نیند میں خلل نہ پڑے۔	رات کی سلیپر ٹرینوں میں پاسپورٹ کنڈکٹر جمع لے سکتا ہے تاکہ آپ کی نیند میں خلل نہ پڑے	ر ا ت | ک ی | س ل ی پ ر | ٹ ر ی ن و ں | م ی ں | پ ا س پ و ر ٹ | ک ن ڈ ک ٹ ر | ج م ع | ل ے | س ک ت ا | ہ ے | ت ا ک ہ | آ پ | ک ی | ن ی ن د | م ی ں | خ ل ل | ن ہ | پ ڑ ے |	127680	FEMALE
1291	7604526639912573298.wav	معاشرے میں الجھن کی وجہ سے مقام کے لئے جنسی مواد کے حوالے سے ایسی پالیسی تیار کرنے کی موجودہ کوششیں ہوئیں جو لاکھوں کھلے عام لائسنس یافتہ میڈیا کی میزبانی کرتی ہے۔	معاشرے میں الجھن کی وجہ سے مقام کے لئے جنسی مواد کے حوالے سے ایسی پالیسی تیار کرنے کی موجودہ کوششیں ہوئیں جو لاکھوں کھلے عام لائسنس یافتہ میڈیا کی میزبانی کرتی ہے	م ع ا ش ر ے | م ی ں | ا ل ج ھ ن | ک ی | و ج ہ | س ے | م ق ا م | ک ے | ل ئ ے | ج ن س ی | م و ا د | ک ے | ح و ا ل ے | س ے | ا ی س ی | پ ا ل ی س ی | ت ی ا ر | ک ر ن ے | ک ی | م و ج و د ہ | ک و ش ش ی ں | ہ و ئ ی ں | ج و | ل ا ک ھ و ں | ک ھ ل ے | ع ا م | ل ا ئ س ن س | ی ا ف ت ہ | م ی ڈ ی ا | ک ی | م ی ز ب ا ن ی | ک ر ت ی | ہ ے |	200640	FEMALE
1191	8037257133775911808.wav	حالانکہ ویگن ویز محض لکڑی کے متوازی تختوں پر مشتمل ہوتی تھی، اس سے گھوڑوں کو اسے تیزی سے کھینچنے میں مدد ملتی تھی اور اس دور کی خراب سڑکوں پر تھوڑا زیادہ بوجھ کھینچ پاتے تھے۔	حالانکہ ویگن ویز محض لکڑی کے متوازی تختوں پر مشتمل ہوتی تھی اس سے گھوڑوں کو اسے تیزی سے کھینچنے میں مدد ملتی تھی اور اس دور کی خراب سڑکوں پر تھوڑا زیادہ بوجھ کھینچ پاتے تھے	ح ا ل ا ن ک ہ | و ی گ ن | و ی ز | م ح ض | ل ک ڑ ی | ک ے | م ت و ا ز ی | ت خ ت و ں | پ ر | م ش ت م ل | ہ و ت ی | ت ھ ی | ا س | س ے | گ ھ و ڑ و ں | ک و | ا س ے | ت ی ز ی | س ے | ک ھ ی ن چ ن ے | م ی ں | م د د | م ل ت ی | ت ھ ی | ا و ر | ا س | د و ر | ک ی | خ ر ا ب | س ڑ ک و ں | پ ر | ت ھ و ڑ ا | ز ی ا د ہ | ب و ج ھ | ک ھ ی ن چ | پ ا ت ے | ت ھ ے |	282240	MALE
