1408	14937804473151608532.wav	Δημιούργησε περισσότερα από 1.000 γραμματόσημα για τη Σουηδία, καθώς και για άλλες 28 χώρες.	δημιούργησε περισσότερα από 1.000 γραμματόσημα για τη σουηδία καθώς και για άλλες 28 χώρες	δ η μ ι ο ύ ρ γ η σ ε | π ε ρ ι σ σ ό τ ε ρ α | α π ό | 1 . 0 0 0 | γ ρ α μ μ α τ ό σ η μ α | γ ι α | τ η | σ ο υ η δ ί α | κ α θ ώ ς | κ α ι | γ ι α | ά λ λ ε ς | 2 8 | χ ώ ρ ε ς |	121920	MALE
263	5329050783353838483.wav	Ο επίτροπος εμπορίου και βιομηχανίας της Αφρικανικής Ένωσης, Άλμπερτ Μουτσάνγκα ανακοίνωσε ότι το Μπενίν αναμένεται να προσχωρήσει στην Ένωση.	ο επίτροπος εμπορίου και βιομηχανίας της αφρικανικής ένωσης άλμπερτ μουτσάνγκα ανακοίνωσε ότι το μπενίν αναμένεται να προσχωρήσει στην ένωση	ο | ε π ί τ ρ ο π ο ς | ε μ π ο ρ ί ο υ | κ α ι | β ι ο μ η χ α ν ί α ς | τ η ς | α φ ρ ι κ α ν ι κ ή ς | έ ν ω σ η ς | ά λ μ π ε ρ τ | μ ο υ τ σ ά ν γ κ α | α ν α κ ο ί ν ω σ ε | ό τ ι | τ ο | μ π ε ν ί ν | α ν α μ έ ν ε τ α ι | ν α | π ρ ο σ χ ω ρ ή σ ε ι | σ τ η ν | έ ν ω σ η |	171520	FEMALE
432	17019899274789196307.wav	Η Τουρκία βρέχεται από θάλασσες από τρεις πλευρές: από το Αιγαίο πέλαγος στη Δύση, από τη Μαύρη Θάλασσα στον Βορρά και από τη Μεσόγειο θάλασσα στον Νότο.	η τουρκία βρέχεται από θάλασσες από τρεις πλευρές από το αιγαίο πέλαγος στη δύση από τη μαύρη θάλασσα στον βορρά και από τη μεσόγειο θάλασσα στον νότο	η | τ ο υ ρ κ ί α | β ρ έ χ ε τ α ι | α π ό | θ ά λ α σ σ ε ς | α π ό | τ ρ ε ι ς | π λ ε υ ρ έ ς | α π ό | τ ο | α ι γ α ί ο | π έ λ α γ ο ς | σ τ η | δ ύ σ η | α π ό | τ η | μ α ύ ρ η | θ ά λ α σ σ α | σ τ ο ν | β ο ρ ρ ά | κ α ι | α π ό | τ η | μ ε σ ό γ ε ι ο | θ ά λ α σ σ α | σ τ ο ν | ν ό τ ο |	194880	FEMALE
902	11970300106099107322.wav	Ορισμένες φορές το συμβάν που προκαλεί την αρχή ατυχήματος είναι η θέρμανση του χιονιού από τον ήλιο, άλλες φορές επιπλέον χιονοπτώσεις, ή άλλα φυσικά φαινόμενα, και συχνά ο άνθρωπος.	ορισμένες φορές το συμβάν που προκαλεί την αρχή ατυχήματος είναι η θέρμανση του χιονιού από τον ήλιο άλλες φορές επιπλέον χιονοπτώσεις ή άλλα φυσικά φαινόμενα και συχνά ο άνθρωπος	ο ρ ι σ μ έ ν ε ς | φ ο ρ έ ς | τ ο | σ υ μ β ά ν | π ο υ | π ρ ο κ α λ ε ί | τ η ν | α ρ χ ή | α τ υ χ ή μ α τ ο ς | ε ί ν α ι | η | θ έ ρ μ α ν σ η | τ ο υ | χ ι ο ν ι ο ύ | α π ό | τ ο ν | ή λ ι ο | ά λ λ ε ς | φ ο ρ έ ς | ε π ι π λ έ ο ν | χ ι ο ν ο π τ ώ σ ε ι ς | ή | ά λ λ α | φ υ σ ι κ ά | φ α ι ν ό μ ε ν α | κ α ι | σ υ χ ν ά | ο | ά ν θ ρ ω π ο ς |	224960	FEMALE
943	14879906039822153716.wav	Ο εθελοντισμός κατά τη διάρκεια ενός ταξιδιού είναι ιδανικός τρόπος να κάνετε τη διαφορά, αλλά δεν είναι μόνο ζήτημα προσφοράς.	ο εθελοντισμός κατά τη διάρκεια ενός ταξιδιού είναι ιδανικός τρόπος να κάνετε τη διαφορά αλλά δεν είναι μόνο ζήτημα προσφοράς	ο | ε θ ε λ ο ν τ ι σ μ ό ς | κ α τ ά | τ η | δ ι ά ρ κ ε ι α | ε ν ό ς | τ α ξ ι δ ι ο ύ | ε ί ν α ι | ι δ α ν ι κ ό ς | τ ρ ό π ο ς | ν α | κ ά ν ε τ ε | τ η | δ ι α φ ο ρ ά | α λ λ ά | δ ε ν | ε ί ν α ι | μ ό ν ο | ζ ή τ η μ α | π ρ ο σ φ ο ρ ά ς |	169920	MALE
317	8122083147271664883.wav	Στο παρελθόν έχει κατηγορηθεί επίσης για παραβίαση δικαιωμάτων πνευματικής ιδιοκτησίας, όμως δεν του απαγγέλθηκε επίσημη κατηγορία.	στο παρελθόν έχει κατηγορηθεί επίσης για παραβίαση δικαιωμάτων πνευματικής ιδιοκτησίας όμως δεν του απαγγέλθηκε επίσημη κατηγορία	σ τ ο | π α ρ ε λ θ ό ν | έ χ ε ι | κ α τ η γ ο ρ η θ ε ί | ε π ί σ η ς | γ ι α | π α ρ α β ί α σ η | δ ι κ α ι ω μ ά τ ω ν | π ν ε υ μ α τ ι κ ή ς | ι δ ι ο κ τ η σ ί α ς | ό μ ω ς | δ ε ν | τ ο υ | α π α γ γ έ λ θ η κ ε | ε π ί σ η μ η | κ α τ η γ ο ρ ί α |	170880	FEMALE
571	10495826966310137345.wav	Λέγεται ότι έχουν μία μορφή τα πρόσωπα σε έναν πληθυσμό στην περίπτωση που είναι σχεδόν ολόιδια αναφορικά με κάποιο μεμονωμένο εμφανές γνώρισμα.	λέγεται ότι έχουν μία μορφή τα πρόσωπα σε έναν πληθυσμό στην περίπτωση που είναι σχεδόν ολόιδια αναφορικά με κάποιο μεμονωμένο εμφανές γνώρισμα	λ έ γ ε τ α ι | ό τ ι | έ χ ο υ ν | μ ί α | μ ο ρ φ ή | τ α | π ρ ό σ ω π α | σ ε | έ ν α ν | π λ η θ υ σ μ ό | σ τ η ν | π ε ρ ί π τ ω σ η | π ο υ | ε ί ν α ι | σ χ ε δ ό ν | ο λ ό ι δ ι α | α ν α φ ο ρ ι κ ά | μ ε | κ ά π ο ι ο | μ ε μ ο ν ω μ έ ν ο | ε μ φ α ν έ ς | γ ν ώ ρ ι σ μ α |	204480	FEMALE
325	5206315133665270275.wav	Η καταιγίδα που εντοπίζεται περίπου 3.000 μίλια από το Μαϊάμι της Φλόριντα, έχει ανέμους μέγιστης σταθερότητας που φτάνουν τα 40 μίλια την ώρα (64 χλμ την ώρα).	η καταιγίδα που εντοπίζεται περίπου 3.000 μίλια από το μαϊάμι της φλόριντα έχει ανέμους μέγιστης σταθερότητας που φτάνουν τα 40 μίλια την ώρα 64 χλμ την ώρα	η | κ α τ α ι γ ί δ α | π ο υ | ε ν τ ο π ί ζ ε τ α ι | π ε ρ ί π ο υ | 3 . 0 0 0 | μ ί λ ι α | α π ό | τ ο | μ α ϊ ά μ ι | τ η ς | φ λ ό ρ ι ν τ α | έ χ ε ι | α ν έ μ ο υ ς | μ έ γ ι σ τ η ς | σ τ α θ ε ρ ό τ η τ α ς | π ο υ | φ τ ά ν ο υ ν | τ α | 4 0 | μ ί λ ι α | τ η ν | ώ ρ α | 6 4 | χ λ μ | τ η ν | ώ ρ α |	210240	MALE
132	11535689448083250412.wav	Τα επιπλέον 300 σχηματίζουν ένα σύνολο 1.300 βαγονιών που πρόκειται να αποκτηθούν για την ανακούφιση του συνωστισμού.	τα επιπλέον 300 σχηματίζουν ένα σύνολο 1.300 βαγονιών που πρόκειται να αποκτηθούν για την ανακούφιση του συνωστισμού	τ α | ε π ι π λ έ ο ν | 3 0 0 | σ χ η μ α τ ί ζ ο υ ν | έ ν α | σ ύ ν ο λ ο | 1 . 3 0 0 | β α γ ο ν ι ώ ν | π ο υ | π ρ ό κ ε ι τ α ι | ν α | α π ο κ τ η θ ο ύ ν | γ ι α | τ η ν | α ν α κ ο ύ φ ι σ η | τ ο υ | σ υ ν ω σ τ ι σ μ ο ύ |	152640	MALE
13	11802566141856269914.wav	Πρόσφατα έχασε εναντίον του Ραόνιτς στο Μπρίσμπεϊν Όπεν.	πρόσφατα έχασε εναντίον του ραόνιτς στο μπρίσμπεϊν όπεν	π ρ ό σ φ α τ α | έ χ α σ ε | ε ν α ν τ ί ο ν | τ ο υ | ρ α ό ν ι τ ς | σ τ ο | μ π ρ ί σ μ π ε ϊ ν | ό π ε ν |	122880	MALE
363	14039342430424567691.wav	Έπειτα από πάρα πολλές ώρες χρήσης το σχοινί πυράκτωσης στη λάμπα καίγεται και η λάμπα πυράκτωσης δεν δουλεύει πια.	έπειτα από πάρα πολλές ώρες χρήσης το σχοινί πυράκτωσης στη λάμπα καίγεται και η λάμπα πυράκτωσης δεν δουλεύει πια	έ π ε ι τ α | α π ό | π ά ρ α | π ο λ λ έ ς | ώ ρ ε ς | χ ρ ή σ η ς | τ ο | σ χ ο ι ν ί | π υ ρ ά κ τ ω σ η ς | σ τ η | λ ά μ π α | κ α ί γ ε τ α ι | κ α ι | η | λ ά μ π α | π υ ρ ά κ τ ω σ η ς | δ ε ν | δ ο υ λ ε ύ ε ι | π ι α |	201600	MALE
607	8934878804972250120.wav	Ο χρόνος έχει αποτελέσει αντικείμενο μελέτης από θρησκευτικούς, φιλοσοφικούς και επιστημονικούς εμπειρογνώμονες χιλιάδες χρόνια τώρα.	ο χρόνος έχει αποτελέσει αντικείμενο μελέτης από θρησκευτικούς φιλοσοφικούς και επιστημονικούς εμπειρογνώμονες χιλιάδες χρόνια τώρα	ο | χ ρ ό ν ο ς | έ χ ε ι | α π ο τ ε λ έ σ ε ι | α ν τ ι κ ε ί μ ε ν ο | μ ε λ έ τ η ς | α π ό | θ ρ η σ κ ε υ τ ι κ ο ύ ς | φ ι λ ο σ ο φ ι κ ο ύ ς | κ α ι | ε π ι σ τ η μ ο ν ι κ ο ύ ς | ε μ π ε ι ρ ο γ ν ώ μ ο ν ε ς | χ ι λ ι ά δ ε ς | χ ρ ό ν ι α | τ ώ ρ α |	174400	FEMALE
250	16515174281688458020.wav	Το κτίριο φιλοξενούσε προσκυνητές που επισκέφτηκαν την ιερή πόλη την παραμονή του προσκυνήματος Χατζ.	το κτίριο φιλοξενούσε προσκυνητές που επισκέφτηκαν την ιερή πόλη την παραμονή του προσκυνήματος χατζ	τ ο | κ τ ί ρ ι ο | φ ι λ ο ξ ε ν ο ύ σ ε | π ρ ο σ κ υ ν η τ έ ς | π ο υ | ε π ι σ κ έ φ τ η κ α ν | τ η ν | ι ε ρ ή | π ό λ η | τ η ν | π α ρ α μ ο ν ή | τ ο υ | π ρ ο σ κ υ ν ή μ α τ ο ς | χ α τ ζ |	134400	MALE
711	7876955785684869334.wav	Κοντά στην κορυφή υπάρχει μια μικροσκοπική σπηλιά που πρέπει να διασχίσετε, η οποία είναι αρκετά χαμηλή και ιδιαίτερα στενή.	κοντά στην κορυφή υπάρχει μια μικροσκοπική σπηλιά που πρέπει να διασχίσετε η οποία είναι αρκετά χαμηλή και ιδιαίτερα στενή	κ ο ν τ ά | σ τ η ν | κ ο ρ υ φ ή | υ π ά ρ χ ε ι | μ ι α | μ ι κ ρ ο σ κ ο π ι κ ή | σ π η λ ι ά | π ο υ | π ρ έ π ε ι | ν α | δ ι α σ χ ί σ ε τ ε | η | ο π ο ί α | ε ί ν α ι | α ρ κ ε τ ά | χ α μ η λ ή | κ α ι | ι δ ι α ί τ ε ρ α | σ τ ε ν ή |	119040	MALE
904	16025358343106641240.wav	Παράγουν ισχυρούς ανέμους (συχνά 100-200 μιλίων/ώρα) και μπορούν να σηκώσουν βαριά αντικείμενα στον αέρα και να τα μεταφέρουν ενώ κινείται ο κυκλώνας.	παράγουν ισχυρούς ανέμους συχνά 100-200 μιλίων/ώρα και μπορούν να σηκώσουν βαριά αντικείμενα στον αέρα και να τα μεταφέρουν ενώ κινείται ο κυκλώνας	π α ρ ά γ ο υ ν | ι σ χ υ ρ ο ύ ς | α ν έ μ ο υ ς | σ υ χ ν ά | 1 0 0 - 2 0 0 | μ ι λ ί ω ν / ώ ρ α | κ α ι | μ π ο ρ ο ύ ν | ν α | σ η κ ώ σ ο υ ν | β α ρ ι ά | α ν τ ι κ ε ί μ ε ν α | σ τ ο ν | α έ ρ α | κ α ι | ν α | τ α | μ ε τ α φ έ ρ ο υ ν | ε ν ώ | κ ι ν ε ί τ α ι | ο | κ υ κ λ ώ ν α ς |	229440	MALE
1025	1536414066703045213.wav	Αν και η στάθμη του νερού θα ανέβει λίγα μόνο πόδια μετά την πλημμύρα, οι αρμόδιοι ελπίζουν να είναι αρκετό αυτό για να αποκατασταθεί η υποθαλάσσια συσσώρευση άμμου προς τα κάτω.	αν και η στάθμη του νερού θα ανέβει λίγα μόνο πόδια μετά την πλημμύρα οι αρμόδιοι ελπίζουν να είναι αρκετό αυτό για να αποκατασταθεί η υποθαλάσσια συσσώρευση άμμου προς τα κάτω	α ν | κ α ι | η | σ τ ά θ μ η | τ ο υ | ν ε ρ ο ύ | θ α | α ν έ β ε ι | λ ί γ α | μ ό ν ο | π ό δ ι α | μ ε τ ά | τ η ν | π λ η μ μ ύ ρ α | ο ι | α ρ μ ό δ ι ο ι | ε λ π ί ζ ο υ ν | ν α | ε ί ν α ι | α ρ κ ε τ ό | α υ τ ό | γ ι α | ν α | α π ο κ α τ α σ τ α θ ε ί | η | υ π ο θ α λ ά σ σ ι α | σ υ σ σ ώ ρ ε υ σ η | ά μ μ ο υ | π ρ ο ς | τ α | κ ά τ ω |	135360	FEMALE
234	12698949517374060703.wav	Η Νάντια, που γεννήθηκε στις 17 Σεπτεμβρίου 2007 με καισαρική τομή σε μαιευτήριο του Αλέισκ στη Ρωσία ζύγιζε 17 λίβρες και 1 ουγγιά.	η νάντια που γεννήθηκε στις 17 σεπτεμβρίου 2007 με καισαρική τομή σε μαιευτήριο του αλέισκ στη ρωσία ζύγιζε 17 λίβρες και 1 ουγγιά	η | ν ά ν τ ι α | π ο υ | γ ε ν ν ή θ η κ ε | σ τ ι ς | 1 7 | σ ε π τ ε μ β ρ ί ο υ | 2 0 0 7 | μ ε | κ α ι σ α ρ ι κ ή | τ ο μ ή | σ ε | μ α ι ε υ τ ή ρ ι ο | τ ο υ | α λ έ ι σ κ | σ τ η | ρ ω σ ί α | ζ ύ γ ι ζ ε | 1 7 | λ ί β ρ ε ς | κ α ι | 1 | ο υ γ γ ι ά |	201600	FEMALE
1399	14173727980755570985.wav	Για την καλύτερη αναπαράσταση της έντασης της κυκλοφορίας έχουν καθιερωθεί σχέσεις μεταξύ των τριών κύριων χαρακτηριστικών: (1) ένταση, (2) πυκνότητα και (3) ταχύτητα.	για την καλύτερη αναπαράσταση της έντασης της κυκλοφορίας έχουν καθιερωθεί σχέσεις μεταξύ των τριών κύριων χαρακτηριστικών: 1 ένταση 2 πυκνότητα και 3 ταχύτητα	γ ι α | τ η ν | κ α λ ύ τ ε ρ η | α ν α π α ρ ά σ τ α σ η | τ η ς | έ ν τ α σ η ς | τ η ς | κ υ κ λ ο φ ο ρ ί α ς | έ χ ο υ ν | κ α θ ι ε ρ ω θ ε ί | σ χ έ σ ε ι ς | μ ε τ α ξ ύ | τ ω ν | τ ρ ι ώ ν | κ ύ ρ ι ω ν | χ α ρ α κ τ η ρ ι σ τ ι κ ώ ν : | 1 | έ ν τ α σ η | 2 | π υ κ ν ό τ η τ α | κ α ι | 3 | τ α χ ύ τ η τ α |	242880	FEMALE
90	8796272905339747405.wav	Μια πηγή όμως που γνώριζε την έρευνα δήλωσε στην εφημερίδα Μινεάπολις Σταρ Τρίμπιουν, ότι ήταν ο Louis Jourdain, ο 16χρονος γιος του προέδρου της Φυλής του Ρεντ Λέικ, Floyd Jourdain.	μια πηγή όμως που γνώριζε την έρευνα δήλωσε στην εφημερίδα μινεάπολις σταρ τρίμπιουν ότι ήταν ο louis jourdain ο 16χρονος γιος του προέδρου της φυλής του ρεντ λέικ floyd jourdain	μ ι α | π η γ ή | ό μ ω ς | π ο υ | γ ν ώ ρ ι ζ ε | τ η ν | έ ρ ε υ ν α | δ ή λ ω σ ε | σ τ η ν | ε φ η μ ε ρ ί δ α | μ ι ν ε ά π ο λ ι ς | σ τ α ρ | τ ρ ί μ π ι ο υ ν | ό τ ι | ή τ α ν | ο | l o u i s | j o u r d a i n | ο | 1 6 χ ρ ο ν ο ς | γ ι ο ς | τ ο υ | π ρ ο έ δ ρ ο υ | τ η ς | φ υ λ ή ς | τ ο υ | ρ ε ν τ | λ έ ι κ | f l o y d | j o u r d a i n |	243840	FEMALE
540	14209687579109312745.wav	Έχοντας δει τη δραστηριότητα αυτή, οι Άποικοι είχαν επίσης καλέσει ενισχύσεις.	έχοντας δει τη δραστηριότητα αυτή οι άποικοι είχαν επίσης καλέσει ενισχύσεις	έ χ ο ν τ α ς | δ ε ι | τ η | δ ρ α σ τ η ρ ι ό τ η τ α | α υ τ ή | ο ι | ά π ο ι κ ο ι | ε ί χ α ν | ε π ί σ η ς | κ α λ έ σ ε ι | ε ν ι σ χ ύ σ ε ι ς |	88320	MALE
830	7926780285630908943.wav	Ένα σημείο που γίνεται έλεγχος είναι συχνά το πρώτο μέρος που κατεβαίνουν από το αεροσκάφος, το καράβι ή άλλο μεταφορικό μέσο.	ένα σημείο που γίνεται έλεγχος είναι συχνά το πρώτο μέρος που κατεβαίνουν από το αεροσκάφος το καράβι ή άλλο μεταφορικό μέσο	έ ν α | σ η μ ε ί ο | π ο υ | γ ί ν ε τ α ι | έ λ ε γ χ ο ς | ε ί ν α ι | σ υ χ ν ά | τ ο | π ρ ώ τ ο | μ έ ρ ο ς | π ο υ | κ α τ ε β α ί ν ο υ ν | α π ό | τ ο | α ε ρ ο σ κ ά φ ο ς | τ ο | κ α ρ ά β ι | ή | ά λ λ ο | μ ε τ α φ ο ρ ι κ ό | μ έ σ ο |	122880	MALE
125	3802403136569054945.wav	Πολύ πριν το Δε Ντέιλι Σόου και το Δε Κόλμπερτ Ριπόρτ, ο Κεκ και ο Τζόνσον οραματίζονταν ένα έντυπο που θα παρωδούσε τις ειδήσεις —και τη μετάδοσή τους— από όταν ήταν φοιτητές στο Πανεπιστήμιο της Ουάσιγκτον το 1988.	πολύ πριν το δε ντέιλι σόου και το δε κόλμπερτ ριπόρτ ο κεκ και ο τζόνσον οραματίζονταν ένα έντυπο που θα παρωδούσε τις ειδήσεις και τη μετάδοσή τους από όταν ήταν φοιτητές στο πανεπιστήμιο της ουάσιγκτον το 1988	π ο λ ύ | π ρ ι ν | τ ο | δ ε | ν τ έ ι λ ι | σ ό ο υ | κ α ι | τ ο | δ ε | κ ό λ μ π ε ρ τ | ρ ι π ό ρ τ | ο | κ ε κ | κ α ι | ο | τ ζ ό ν σ ο ν | ο ρ α μ α τ ί ζ ο ν τ α ν | έ ν α | έ ν τ υ π ο | π ο υ | θ α | π α ρ ω δ ο ύ σ ε | τ ι ς | ε ι δ ή σ ε ι ς | κ α ι | τ η | μ ε τ ά δ ο σ ή | τ ο υ ς | α π ό | ό τ α ν | ή τ α ν | φ ο ι τ η τ έ ς | σ τ ο | π α ν ε π ι σ τ ή μ ι ο | τ η ς | ο υ ά σ ι γ κ τ ο ν | τ ο | 1 9 8 8 |	289920	FEMALE
933	3053299365580159292.wav	Οι θεωρήσεις εισόδου για σπουδές έχουν σε γενικές γραμμές διαφορετικές απαιτήσεις και διαδικασίες υποβολής αιτήσεων από τις τυπικές τουριστικές ή επιχειρηματικές θεωρήσεις.	οι θεωρήσεις εισόδου για σπουδές έχουν σε γενικές γραμμές διαφορετικές απαιτήσεις και διαδικασίες υποβολής αιτήσεων από τις τυπικές τουριστικές ή επιχειρηματικές θεωρήσεις	ο ι | θ ε ω ρ ή σ ε ι ς | ε ι σ ό δ ο υ | γ ι α | σ π ο υ δ έ ς | έ χ ο υ ν | σ ε | γ ε ν ι κ έ ς | γ ρ α μ μ έ ς | δ ι α φ ο ρ ε τ ι κ έ ς | α π α ι τ ή σ ε ι ς | κ α ι | δ ι α δ ι κ α σ ί ε ς | υ π ο β ο λ ή ς | α ι τ ή σ ε ω ν | α π ό | τ ι ς | τ υ π ι κ έ ς | τ ο υ ρ ι σ τ ι κ έ ς | ή | ε π ι χ ε ι ρ η μ α τ ι κ έ ς | θ ε ω ρ ή σ ε ι ς |	172800	MALE
453	13878523658418889895.wav	Ο σχεδιασμός αλληλεπίδρασης απαιτεί την εκ νέου αξιολόγηση των υποθέσεων σας σχετικά με την παραγωγή μέσων καθώς και το να μάθετε να σκέφτεστε με μη γραμμικό τρόπο.	ο σχεδιασμός αλληλεπίδρασης απαιτεί την εκ νέου αξιολόγηση των υποθέσεων σας σχετικά με την παραγωγή μέσων καθώς και το να μάθετε να σκέφτεστε με μη γραμμικό τρόπο	ο | σ χ ε δ ι α σ μ ό ς | α λ λ η λ ε π ί δ ρ α σ η ς | α π α ι τ ε ί | τ η ν | ε κ | ν έ ο υ | α ξ ι ο λ ό γ η σ η | τ ω ν | υ π ο θ έ σ ε ω ν | σ α ς | σ χ ε τ ι κ ά | μ ε | τ η ν | π α ρ α γ ω γ ή | μ έ σ ω ν | κ α θ ώ ς | κ α ι | τ ο | ν α | μ ά θ ε τ ε | ν α | σ κ έ φ τ ε σ τ ε | μ ε | μ η | γ ρ α μ μ ι κ ό | τ ρ ό π ο |	214080	FEMALE
1408	8241144286388843473.wav	Δημιούργησε περισσότερα από 1.000 γραμματόσημα για τη Σουηδία, καθώς και για άλλες 28 χώρες.	δημιούργησε περισσότερα από 1.000 γραμματόσημα για τη σουηδία καθώς και για άλλες 28 χώρες	δ η μ ι ο ύ ρ γ η σ ε | π ε ρ ι σ σ ό τ ε ρ α | α π ό | 1 . 0 0 0 | γ ρ α μ μ α τ ό σ η μ α | γ ι α | τ η | σ ο υ η δ ί α | κ α θ ώ ς | κ α ι | γ ι α | ά λ λ ε ς | 2 8 | χ ώ ρ ε ς |	103680	FEMALE
1384	15060288329058847184.wav	Η απόβαση στη Νορμανδία και οι μάχες που ακολούθησαν απελευθέρωσαν τον γαλλικό Βορρά, όμως ο Νότος εξακολουθούσε να μην είναι ελεύθερος.	η απόβαση στη νορμανδία και οι μάχες που ακολούθησαν απελευθέρωσαν τον γαλλικό βορρά όμως ο νότος εξακολουθούσε να μην είναι ελεύθερος	η | α π ό β α σ η | σ τ η | ν ο ρ μ α ν δ ί α | κ α ι | ο ι | μ ά χ ε ς | π ο υ | α κ ο λ ο ύ θ η σ α ν | α π ε λ ε υ θ έ ρ ω σ α ν | τ ο ν | γ α λ λ ι κ ό | β ο ρ ρ ά | ό μ ω ς | ο | ν ό τ ο ς | ε ξ α κ ο λ ο υ θ ο ύ σ ε | ν α | μ η ν | ε ί ν α ι | ε λ ε ύ θ ε ρ ο ς |	126720	FEMALE
390	7383024535413646445.wav	Τα σανσκριτικά είναι μια αρχαία γλώσσα και θεωρείται παρεμφερής με τη γλώσσα των λατινικών που ομιλούνταν στην Ευρώπη.	τα σανσκριτικά είναι μια αρχαία γλώσσα και θεωρείται παρεμφερής με τη γλώσσα των λατινικών που ομιλούνταν στην ευρώπη	τ α | σ α ν σ κ ρ ι τ ι κ ά | ε ί ν α ι | μ ι α | α ρ χ α ί α | γ λ ώ σ σ α | κ α ι | θ ε ω ρ ε ί τ α ι | π α ρ ε μ φ ε ρ ή ς | μ ε | τ η | γ λ ώ σ σ α | τ ω ν | λ α τ ι ν ι κ ώ ν | π ο υ | ο μ ι λ ο ύ ν τ α ν | σ τ η ν | ε υ ρ ώ π η |	101760	FEMALE
1171	7789515698605737097.wav	Ο νόμος των τριών, ο οποίος συχνά γίνεται αντικείμενο κατάχρησης και χλευασμού, είναι μια απλή κατευθυντήρια γραμμή που δημιουργεί δυναμισμό ενώ ταυτόχρονα διατηρεί την τάξη έως ένα μέτρο σε μια εικόνα.	ο νόμος των τριών ο οποίος συχνά γίνεται αντικείμενο κατάχρησης και χλευασμού είναι μια απλή κατευθυντήρια γραμμή που δημιουργεί δυναμισμό ενώ ταυτόχρονα διατηρεί την τάξη έως ένα μέτρο σε μια εικόνα	ο | ν ό μ ο ς | τ ω ν | τ ρ ι ώ ν | ο | ο π ο ί ο ς | σ υ χ ν ά | γ ί ν ε τ α ι | α ν τ ι κ ε ί μ ε ν ο | κ α τ ά χ ρ η σ η ς | κ α ι | χ λ ε υ α σ μ ο ύ | ε ί ν α ι | μ ι α | α π λ ή | κ α τ ε υ θ υ ν τ ή ρ ι α | γ ρ α μ μ ή | π ο υ | δ η μ ι ο υ ρ γ ε ί | δ υ ν α μ ι σ μ ό | ε ν ώ | τ α υ τ ό χ ρ ο ν α | δ ι α τ η ρ ε ί | τ η ν | τ ά ξ η | έ ω ς | έ ν α | μ έ τ ρ ο | σ ε | μ ι α | ε ι κ ό ν α |	263040	FEMALE
1399	2868905833409740746.wav	Για την καλύτερη αναπαράσταση της έντασης της κυκλοφορίας έχουν καθιερωθεί σχέσεις μεταξύ των τριών κύριων χαρακτηριστικών: (1) ένταση, (2) πυκνότητα και (3) ταχύτητα.	για την καλύτερη αναπαράσταση της έντασης της κυκλοφορίας έχουν καθιερωθεί σχέσεις μεταξύ των τριών κύριων χαρακτηριστικών: 1 ένταση 2 πυκνότητα και 3 ταχύτητα	γ ι α | τ η ν | κ α λ ύ τ ε ρ η | α ν α π α ρ ά σ τ α σ η | τ η ς | έ ν τ α σ η ς | τ η ς | κ υ κ λ ο φ ο ρ ί α ς | έ χ ο υ ν | κ α θ ι ε ρ ω θ ε ί | σ χ έ σ ε ι ς | μ ε τ α ξ ύ | τ ω ν | τ ρ ι ώ ν | κ ύ ρ ι ω ν | χ α ρ α κ τ η ρ ι σ τ ι κ ώ ν : | 1 | έ ν τ α σ η | 2 | π υ κ ν ό τ η τ α | κ α ι | 3 | τ α χ ύ τ η τ α |	196800	FEMALE
232	283585688703411655.wav	Ο άντρας που ήταν ύποπτος για την πυροδότηση της βόμβας συνελήφθη, αφού υπέστη τραυματισμούς από την έκρηξη.	ο άντρας που ήταν ύποπτος για την πυροδότηση της βόμβας συνελήφθη αφού υπέστη τραυματισμούς από την έκρηξη	ο | ά ν τ ρ α ς | π ο υ | ή τ α ν | ύ π ο π τ ο ς | γ ι α | τ η ν | π υ ρ ο δ ό τ η σ η | τ η ς | β ό μ β α ς | σ υ ν ε λ ή φ θ η | α φ ο ύ | υ π έ σ τ η | τ ρ α υ μ α τ ι σ μ ο ύ ς | α π ό | τ η ν | έ κ ρ η ξ η |	154560	MALE
1074	16426086647927995503.wav	Επίσης, στην Ελλάδα, στις κατοικίες των μινωικών πόλεων της Κρήτης και της Σαντορίνης, έχουν βρεθεί ερείπια από συστήματα αποχέτευσης.	επίσης στην ελλάδα στις κατοικίες των μινωικών πόλεων της κρήτης και της σαντορίνης έχουν βρεθεί ερείπια από συστήματα αποχέτευσης	ε π ί σ η ς | σ τ η ν | ε λ λ ά δ α | σ τ ι ς | κ α τ ο ι κ ί ε ς | τ ω ν | μ ι ν ω ι κ ώ ν | π ό λ ε ω ν | τ η ς | κ ρ ή τ η ς | κ α ι | τ η ς | σ α ν τ ο ρ ί ν η ς | έ χ ο υ ν | β ρ ε θ ε ί | ε ρ ε ί π ι α | α π ό | σ υ σ τ ή μ α τ α | α π ο χ έ τ ε υ σ η ς |	146880	FEMALE
