701	6523110200644756091.wav	دا غوښتنی د دواړه هیوادونو تر منځ د هجرت د منظم بهیر منځ ته راوړلو په خاطر طرحه شوي	دا غوښتنی د دواړه هیوادونو تر منځ د هجرت د منظم بهیر منځ ته راوړلو په خاطر طرحه شوي	د ا | غ و ښ ت ن ی | د | د و ا ړ ه | ه ی و ا د و ن و | ت ر | م ن ځ | د | ه ج ر ت | د | م ن ظ م | ب ه ی ر | م ن ځ | ت ه | ر ا و ړ ل و | پ ه | خ ا ط ر | ط ر ح ه | ش و ي |	178560	MALE
984	15611633102751842701.wav	ټوغکي، یا نور په رسمي ډول د اويوان نزله، دوانړه چرګان او تی لرونکي ژوي اخته کولی شي۔	ټوغکي یا نور په رسمي ډول د اويوان نزله دوانړه چرګان او تی لرونکي ژوي اخته کولی شي	ټ و غ ک ي | ی ا | ن و ر | پ ه | ر س م ي | ډ و ل | د | ا و ي و ا ن | ن ز ل ه | د و ا ن ړ ه | چ ر ګ ا ن | ا و | ت ی | ل ر و ن ک ي | ژ و ي | ا خ ت ه | ک و ل ی | ش ي |	208320	MALE
687	10632951026637354364.wav	هرڅوک چې دتابوت څخه مومیا د را وستلو په مهال مومیا ته د رسیدلی زیان ثبوتونه کتل غواړی خواشينی به شي دا ځکه چې یوازې اوږی او سر یې ښکاری	هرڅوک چې دتابوت څخه مومیا د را وستلو په مهال مومیا ته د رسیدلی زیان ثبوتونه کتل غواړی خواشينی به شي دا ځکه چې یوازې اوږی او سر یې ښکاری	ه ر څ و ک | چ ې | د ت ا ب و ت | څ خ ه | م و م ی ا | د | ر ا | و س ت ل و | پ ه | م ه ا ل | م و م ی ا | ت ه | د | ر س ی د ل ی | ز ی ا ن | ث ب و ت و ن ه | ک ت ل | غ و ا ړ ی | خ و ا ش ي ن ی | ب ه | ش ي | د ا | ځ ک ه | چ ې | ی و ا ز ې | ا و ږ ی | ا و | س ر | ی ې | ښ ک ا ر ی |	192000	MALE
329	12494945762098290722.wav	هغه د هغوي سره په 1945 کې یو ځای شو او د 1958 پورې پاتی شو	هغه د هغوي سره په 1945 کې یو ځای شو او د 1958 پورې پاتی شو	ه غ ه | د | ه غ و ي | س ر ه | پ ه | 1 9 4 5 | ک ې | ی و | ځ ا ی | ش و | ا و | د | 1 9 5 8 | پ و ر ې | پ ا ت ی | ش و |	131520	MALE
936	7947329747190035193.wav	که چیرې دپلومات نه اوسې، نو د هیواد څخه بهر کارکول دا معنی لري چې په هغه هیواد کې چې اوسیږي عایداتي مالیه ورکړې	که چیرې دپلومات نه اوسې نو د هیواد څخه بهر کارکول دا معنی لري چې په هغه هیواد کې چې اوسیږي عایداتي مالیه ورکړې	ک ه | چ ی ر ې | د پ ل و م ا ت | ن ه | ا و س ې | ن و | د | ه ی و ا د | څ خ ه | ب ه ر | ک ا ر ک و ل | د ا | م ع ن ی | ل ر ي | چ ې | پ ه | ه غ ه | ه ی و ا د | ک ې | چ ې | ا و س ی ږ ي | ع ا ی د ا ت ي | م ا ل ی ه | و ر ک ړ ې |	128640	FEMALE
726	5320909946051730773.wav	دا اوس د مرکزي پلازا په توګه کار کوي، او ورځ او شپه ډير شيان لري۔	دا اوس د مرکزي پلازا په توګه کار کوي او ورځ او شپه ډير شيان لري	د ا | ا و س | د | م ر ک ز ي | پ ل ا ز ا | پ ه | ت و ګ ه | ک ا ر | ک و ي | ا و | و ر ځ | ا و | ش پ ه | ډ ي ر | ش ي ا ن | ل ر ي |	101760	MALE
417	12515981770925482062.wav	د هندی ژبی ویونکو د شمیر په اړه مختلفی تخمینونه شته دی . چی په تخمینی ډول د دوهمی او څلورمی درجی تر منځ ژبه ګنل شوی چی په نړی کی ویل کیږی	د هندی ژبی ویونکو د شمیر په اړه مختلفی تخمینونه شته دی چی په تخمینی ډول د دوهمی او څلورمی درجی تر منځ ژبه ګنل شوی چی په نړی کی ویل کیږی	د | ه ن د ی | ژ ب ی | و ی و ن ک و | د | ش م ی ر | پ ه | ا ړ ه | م خ ت ل ف ی | ت خ م ی ن و ن ه | ش ت ه | د ی | چ ی | پ ه | ت خ م ی ن ی | ډ و ل | د | د و ه م ی | ا و | څ ل و ر م ی | د ر ج ی | ت ر | م ن ځ | ژ ب ه | ګ ن ل | ش و ی | چ ی | پ ه | ن ړ ی | ک ی | و ی ل | ک ی ږ ی |	218880	MALE
345	7036751123990421073.wav	ګلوبل ارګنایزیشن د مخکې نه په جاپانی او انګلیسی ژبو راپور ورکوي اوس د هسپانوي ، ایټالوي او کوریایې ژبو پروګرامونه د تلويزیون ، انټر نیټ او موبایل ماشينونو لپاره پیل کوي،	ګلوبل ارګنایزیشن د مخکې نه په جاپانی او انګلیسی ژبو راپور ورکوي اوس د هسپانوي ایټالوي او کوریایې ژبو پروګرامونه د تلويزیون انټر نیټ او موبایل ماشينونو لپاره پیل کوي	ګ ل و ب ل | ا ر ګ ن ا ی ز ی ش ن | د | م خ ک ې | ن ه | پ ه | ج ا پ ا ن ی | ا و | ا ن ګ ل ی س ی | ژ ب و | ر ا پ و ر | و ر ک و ي | ا و س | د | ه س پ ا ن و ي | ا ی ټ ا ل و ي | ا و | ک و ر ی ا ی ې | ژ ب و | پ ر و ګ ر ا م و ن ه | د | ت ل و ي ز ی و ن | ا ن ټ ر | ن ی ټ | ا و | م و ب ا ی ل | م ا ش ي ن و ن و | ل پ ا ر ه | پ ی ل | ک و ي |	201600	FEMALE
930	3342262762679703776.wav	بعضې وختونه همدا یو ډول پرواز په مختلفو ځایونو کې مختلف قیمتونه لري او دا د نتیجو د پرتله کولو او په خپله د هوایي شرکت په ویبپاڼه کې د نوم د ثبت څخه وړاندې د پلټنې لپاره پیسې ورکوي	بعضې وختونه همدا یو ډول پرواز په مختلفو ځایونو کې مختلف قیمتونه لري او دا د نتیجو د پرتله کولو او په خپله د هوایي شرکت په ویبپاڼه کې د نوم د ثبت څخه وړاندې د پلټنې لپاره پیسې ورکوي	ب ع ض ې | و خ ت و ن ه | ه م د ا | ی و | ډ و ل | پ ر و ا ز | پ ه | م خ ت ل ف و | ځ ا ی و ن و | ک ې | م خ ت ل ف | ق ی م ت و ن ه | ل ر ي | ا و | د ا | د | ن ت ی ج و | د | پ ر ت ل ه | ک و ل و | ا و | پ ه | خ پ ل ه | د | ه و ا ی ي | ش ر ک ت | پ ه | و ی ب پ ا ڼ ه | ک ې | د | ن و م | د | ث ب ت | څ خ ه | و ړ ا ن د ې | د | پ ل ټ ن ې | ل پ ا ر ه | پ ی س ې | و ر ک و ي |	240000	MALE
316	2133131267668305794.wav	عصری هغه په دي تورنو چې په بسونو باندي یې بغیر د رسمی اجازی لوي اعلانات لګولی او په هغې کې یې ځا ن دانګلیسی ژبی مشر لارښود ښوونکې اعلان کړي دي	عصری هغه په دي تورنو چې په بسونو باندي یې بغیر د رسمی اجازی لوي اعلانات لګولی او په هغې کې یې ځا ن دانګلیسی ژبی مشر لارښود ښوونکې اعلان کړي دي	ع ص ر ی | ه غ ه | پ ه | د ي | ت و ر ن و | چ ې | پ ه | ب س و ن و | ب ا ن د ي | ی ې | ب غ ی ر | د | ر س م ی | ا ج ا ز ی | ل و ي | ا ع ل ا ن ا ت | ل ګ و ل ی | ا و | پ ه | ه غ ې | ک ې | ی ې | ځ ا | ن | د ا ن ګ ل ی س ی | ژ ب ی | م ش ر | ل ا ر ښ و د | ښ و و ن ک ې | ا ع ل ا ن | ک ړ ي | د ي |	217920	MALE
133	12567653090895527176.wav	کرسټوفر ګارسیا cristopher garcia د لاس انجلس د پولیسو ډیپارټمنټ los angeles police department وياند وويل چې نارینه تخلف کوونکې د خلکو د ملکېتونو د تخریب پر ځای د خلکو شخصی ساحو ته د تجاوز په تور پلټل کېږی	کرسټوفر ګارسیا cristopher garcia د لاس انجلس د پولیسو ډیپارټمنټ los angeles police department وياند وويل چې نارینه تخلف کوونکې د خلکو د ملکېتونو د تخریب پر ځای د خلکو شخصی ساحو ته د تجاوز په تور پلټل کېږی	ک ر س ټ و ف ر | ګ ا ر س ی ا | c r i s t o p h e r | g a r c i a | د | ل ا س | ا ن ج ل س | د | پ و ل ی س و | ډ ی پ ا ر ټ م ن ټ | l o s | a n g e l e s | p o l i c e | d e p a r t m e n t | و ي ا ن د | و و ي ل | چ ې | ن ا ر ی ن ه | ت خ ل ف | ک و و ن ک ې | د | خ ل ک و | د | م ل ک ې ت و ن و | د | ت خ ر ی ب | پ ر | ځ ا ی | د | خ ل ک و | ش خ ص ی | س ا ح و | ت ه | د | ت ج ا و ز | پ ه | ت و ر | پ ل ټ ل | ک ې ږ ی |	326400	MALE
267	11427383164969730647.wav	د روسیې ځمکني کنترول ، جیټونه فعاله کړل او د مرکز وضع بیرته منظمه شوه.	د روسیې ځمکني کنترول جیټونه فعاله کړل او د مرکز وضع بیرته منظمه شوه	د | ر و س ی ې | ځ م ک ن ي | ک ن ت ر و ل | ج ی ټ و ن ه | ف ع ا ل ه | ک ړ ل | ا و | د | م ر ک ز | و ض ع | ب ی ر ت ه | م ن ظ م ه | ش و ه |	97920	FEMALE
268	7285857225040992641.wav	دوسیه په ويرچېنیا کې تر آخره تعقیب شوه دا ځکه چې دا د انټر نټ تر ټولو مخکښ عرضه کوونکې ای اوایل AOL کور دي . دا هغه کمپنی ده چې دوسیه یې مخکې وړی ده	دوسیه په ويرچېنیا کې تر آخره تعقیب شوه دا ځکه چې دا د انټر نټ تر ټولو مخکښ عرضه کوونکې ای اوایل aol کور دي دا هغه کمپنی ده چې دوسیه یې مخکې وړی ده	د و س ی ه | پ ه | و ي ر چ ې ن ی ا | ک ې | ت ر | آ خ ر ه | ت ع ق ی ب | ش و ه | د ا | ځ ک ه | چ ې | د ا | د | ا ن ټ ر | ن ټ | ت ر | ټ و ل و | م خ ک ښ | ع ر ض ه | ک و و ن ک ې | ا ی | ا و ا ی ل | a o l | ک و ر | د ي | د ا | ه غ ه | ک م پ ن ی | د ه | چ ې | د و س ی ه | ی ې | م خ ک ې | و ړ ی | د ه |	251520	FEMALE
619	1279797089489511973.wav	هغه افرد چې د څو لسیزو راهیسې په دې کې شامل وو له مونږ سره مرسته کولی شي چې زمونږ له توانایي او جذبې څخه مننه وکړي او په کلکه زمونږ د ستونزو او حتی ناکامیو ارزونه وکړي.	هغه افرد چې د څو لسیزو راهیسې په دې کې شامل وو له مونږ سره مرسته کولی شي چې زمونږ له توانایي او جذبې څخه مننه وکړي او په کلکه زمونږ د ستونزو او حتی ناکامیو ارزونه وکړي	ه غ ه | ا ف ر د | چ ې | د | څ و | ل س ی ز و | ر ا ه ی س ې | پ ه | د ې | ک ې | ش ا م ل | و و | ل ه | م و ن ږ | س ر ه | م ر س ت ه | ک و ل ی | ش ي | چ ې | ز م و ن ږ | ل ه | ت و ا ن ا ی ي | ا و | ج ذ ب ې | څ خ ه | م ن ن ه | و ک ړ ي | ا و | پ ه | ک ل ک ه | ز م و ن ږ | د | س ت و ن ز و | ا و | ح ت ی | ن ا ک ا م ی و | ا ر ز و ن ه | و ک ړ ي |	197760	FEMALE
7	9055508969203700750.wav	د کیتلان کاپیټل ته د انتقال څخه را په ديخوا , ويدال د کلب لپاره 49 لوبې کړي دي	د کیتلان کاپیټل ته د انتقال څخه را په ديخوا ويدال د کلب لپاره 49 لوبې کړي دي	د | ک ی ت ل ا ن | ک ا پ ی ټ ل | ت ه | د | ا ن ت ق ا ل | څ خ ه | ر ا | پ ه | د ي خ و ا | و ي د ا ل | د | ک ل ب | ل پ ا ر ه | 4 9 | ل و ب ې | ک ړ ي | د ي |	186240	MALE
274	2513272487237364520.wav	یوه اندیښنه موجود ده چې مریضان به نورو خلک هم په دوامداره ډول په مرض ککړ کړي که چیرې هغوی په روزمره ډول ترې کړېږي او بیا که چیرته د نزلې نښې تر ډیره نرمې وي.	یوه اندیښنه موجود ده چې مریضان به نورو خلک هم په دوامداره ډول په مرض ککړ کړي که چیرې هغوی په روزمره ډول ترې کړېږي او بیا که چیرته د نزلې نښې تر ډیره نرمې وي	ی و ه | ا ن د ی ښ ن ه | م و ج و د | د ه | چ ې | م ر ی ض ا ن | ب ه | ن و ر و | خ ل ک | ه م | پ ه | د و ا م د ا ر ه | ډ و ل | پ ه | م ر ض | ک ک ړ | ک ړ ي | ک ه | چ ی ر ې | ه غ و ی | پ ه | ر و ز م ر ه | ډ و ل | ت ر ې | ک ړ ې ږ ي | ا و | ب ی ا | ک ه | چ ی ر ت ه | د | ن ز ل ې | ن ښ ې | ت ر | ډ ی ر ه | ن ر م ې | و ي |	306240	MALE
1360	2342167149749899262.wav	د فالکلېنډز کرنسۍ له دغه جزیرو بیرون تبادله کول تقریبا غېرممکن دي، نو ټاپوګانو څخه تلو وړاندې پیسې بدلې کړئ.	د فالکلېنډز کرنسۍ له دغه جزیرو بیرون تبادله کول تقریبا غېرممکن دي نو ټاپوګانو څخه تلو وړاندې پیسې بدلې کړئ	د | ف ا ل ک ل ې ن ډ ز | ک ر ن س ۍ | ل ه | د غ ه | ج ز ی ر و | ب ی ر و ن | ت ب ا د ل ه | ک و ل | ت ق ر ی ب ا | غ ې ر م م ک ن | د ي | ن و | ټ ا پ و ګ ا ن و | څ خ ه | ت ل و | و ړ ا ن د ې | پ ی س ې | ب د ل ې | ک ړ ئ |	144000	FEMALE
824	4629552837102336891.wav	غوره به دا وي چی یو اجنټ وکاروئ څوک چی اکثراً تاسي لپاره داسی شان سفرونه ترتیبوي-	غوره به دا وي چی یو اجنټ وکاروئ څوک چی اکثراً تاسي لپاره داسی شان سفرونه ترتیبوي	غ و ر ه | ب ه | د ا | و ي | چ ی | ی و | ا ج ن ټ | و ک ا ر و ئ | څ و ک | چ ی | ا ک ث ر ا ً | ت ا س ي | ل پ ا ر ه | د ا س ی | ش ا ن | س ف ر و ن ه | ت ر ت ی ب و ي |	180480	MALE
552	11422009525878761684.wav	مناسب غذایې تمرین یواځی نه شي کولای چې ترټولو ښه فعالیت تولید کړي ، مګر د ورزشکارانو په روغتیا دا د پام وړ اغیز لري	مناسب غذایې تمرین یواځی نه شي کولای چې ترټولو ښه فعالیت تولید کړي مګر د ورزشکارانو په روغتیا دا د پام وړ اغیز لري	م ن ا س ب | غ ذ ا ی ې | ت م ر ی ن | ی و ا ځ ی | ن ه | ش ي | ک و ل ا ی | چ ې | ت ر ټ و ل و | ښ ه | ف ع ا ل ی ت | ت و ل ی د | ک ړ ي | م ګ ر | د | و ر ز ش ک ا ر ا ن و | پ ه | ر و غ ت ی ا | د ا | د | پ ا م | و ړ | ا غ ی ز | ل ر ي |	215040	MALE
1426	12451720222564585100.wav	د ګډو بېزو پالنه د سومي او شاوخوا کلتور ترمنځ یو مهم معیشت دی تجارت د نورو مسلکونو سره د ډیری لپاره هم مهم دی.	د ګډو بېزو پالنه د سومي او شاوخوا کلتور ترمنځ یو مهم معیشت دی تجارت د نورو مسلکونو سره د ډیری لپاره هم مهم دی	د | ګ ډ و | ب ې ز و | پ ا ل ن ه | د | س و م ي | ا و | ش ا و خ و ا | ک ل ت و ر | ت ر م ن ځ | ی و | م ه م | م ع ی ش ت | د ی | ت ج ا ر ت | د | ن و ر و | م س ل ک و ن و | س ر ه | د | ډ ی ر ی | ل پ ا ر ه | ه م | م ه م | د ی |	220800	FEMALE
556	1238786017722215772.wav	ورزش کوونکې شاید داسې فکر وکړي چې دوي هغه تولیداتو ته هم ترجېح ورکوي چې دوي لپاره هیڅ ریښتونی کټه نه لري	ورزش کوونکې شاید داسې فکر وکړي چې دوي هغه تولیداتو ته هم ترجېح ورکوي چې دوي لپاره هیڅ ریښتونی کټه نه لري	و ر ز ش | ک و و ن ک ې | ش ا ی د | د ا س ې | ف ک ر | و ک ړ ي | چ ې | د و ي | ه غ ه | ت و ل ی د ا ت و | ت ه | ه م | ت ر ج ې ح | و ر ک و ي | چ ې | د و ي | ل پ ا ر ه | ه ی څ | ر ی ښ ت و ن ی | ک ټ ه | ن ه | ل ر ي |	207360	MALE
1447	5152374056875022745.wav	ډاکټر ټوني مول د جنوبي آفریقا د KwaZulu - Natal سیمه کې د درملو پر وړاندې مقاومت کوونکی نری رنځ (XDR-TB) وموندل.	ډاکټر ټوني مول د جنوبي آفریقا د kwazulu - natal سیمه کې د درملو پر وړاندې مقاومت کوونکی نری رنځ xdr-tb وموندل	ډ ا ک ټ ر | ټ و ن ي | م و ل | د | ج ن و ب ي | آ ف ر ی ق ا | د | k w a z u l u | - | n a t a l | س ی م ه | ک ې | د | د ر م ل و | پ ر | و ړ ا ن د ې | م ق ا و م ت | ک و و ن ک ی | ن ر ی | ر ن ځ | x d r - t b | و م و ن د ل |	201600	MALE
633	13709037191422403167.wav	د مثال په توګه، که تاسو وګورئ چي څوک د چا د موټر کړکئ ماتوې، تاسي به شاید ګومان وکړئ چي هغه موټر غلا کولو لپاره داسي کوې۔	د مثال په توګه که تاسو وګورئ چي څوک د چا د موټر کړکئ ماتوې تاسي به شاید ګومان وکړئ چي هغه موټر غلا کولو لپاره داسي کوې	د | م ث ا ل | پ ه | ت و ګ ه | ک ه | ت ا س و | و ګ و ر ئ | چ ي | څ و ک | د | چ ا | د | م و ټ ر | ک ړ ک ئ | م ا ت و ې | ت ا س ي | ب ه | ش ا ی د | ګ و م ا ن | و ک ړ ئ | چ ي | ه غ ه | م و ټ ر | غ ل ا | ک و ل و | ل پ ا ر ه | د ا س ي | ک و ې |	189120	MALE
660	10192217473096870499.wav	دا چې د سن فرانسیسکو اقتصاد د نړۍ د لومړۍ درجه ټوورسټ (چکر وهونکو) د توجه سره تړاو لري، اقتصاد یې متنوع دی.	دا چې د سن فرانسیسکو اقتصاد د نړۍ د لومړۍ درجه ټوورسټ چکر وهونکو د توجه سره تړاو لري، اقتصاد یې متنوع دی	د ا | چ ې | د | س ن | ف ر ا ن س ی س ک و | ا ق ت ص ا د | د | ن ړ ۍ | د | ل و م ړ ۍ | د ر ج ه | ټ و و ر س ټ | چ ک ر | و ه و ن ک و | د | ت و ج ه | س ر ه | ت ړ ا و | ل ر ي ، | ا ق ت ص ا د | ی ې | م ت ن و ع | د ی |	228480	MALE
767	13449483428159097219.wav	په 2022 که به د چېن بیجنګ ښار د ژمنی اولمپک لوبو کوربه وي ، چې دي سره به اولنی ښار شي چې د دوبی او ژمی دواړه اولمپکونو کوربه شوي وي	په 2022 که به د چېن بیجنګ ښار د ژمنی اولمپک لوبو کوربه وي چې دي سره به اولنی ښار شي چې د دوبی او ژمی دواړه اولمپکونو کوربه شوي وي	پ ه | 2 0 2 2 | ک ه | ب ه | د | چ ې ن | ب ی ج ن ګ | ښ ا ر | د | ژ م ن ی | ا و ل م پ ک | ل و ب و | ک و ر ب ه | و ي | چ ې | د ي | س ر ه | ب ه | ا و ل ن ی | ښ ا ر | ش ي | چ ې | د | د و ب ی | ا و | ژ م ی | د و ا ړ ه | ا و ل م پ ک و ن و | ک و ر ب ه | ش و ي | و ي |	299520	MALE
403	17956994154203855199.wav	پخ لومړي نړیوال جنګ او دویم نړیوال جنګ کې د اوبو لاندې بیړۍ یا Submarines ووکارول شوی. وروسته له هغې بیا دا ډیر کمزوري شول او تر ډیرې محدودې ساحې یې نښه ویشتلی شوه.	پخ لومړي نړیوال جنګ او دویم نړیوال جنګ کې د اوبو لاندې بیړۍ یا submarines ووکارول شوی وروسته له هغې بیا دا ډیر کمزوري شول او تر ډیرې محدودې ساحې یې نښه ویشتلی شوه	پ خ | ل و م ړ ي | ن ړ ی و ا ل | ج ن ګ | ا و | د و ی م | ن ړ ی و ا ل | ج ن ګ | ک ې | د | ا و ب و | ل ا ن د ې | ب ی ړ ۍ | ی ا | s u b m a r i n e s | و و ک ا ر و ل | ش و ی | و ر و س ت ه | ل ه | ه غ ې | ب ی ا | د ا | ډ ی ر | ک م ز و ر ي | ش و ل | ا و | ت ر | ډ ی ر ې | م ح د و د ې | س ا ح ې | ی ې | ن ښ ه | و ی ش ت ل ی | ش و ه |	231360	MALE
106	14569226722963667440.wav	په خپل تازه میاشتنی راپور کې اوپیک OPECويلی چې د خامو تیلو صادرات د تیرو دوه لسیزو کې تر ټولو ټیټی سطحی 2.8 ملیونه بیرلو ته راولويدلی دي	په خپل تازه میاشتنی راپور کې اوپیک opecويلی چې د خامو تیلو صادرات د تیرو دوه لسیزو کې تر ټولو ټیټی سطحی 2.8 ملیونه بیرلو ته راولويدلی دي	پ ه | خ پ ل | ت ا ز ه | م ی ا ش ت ن ی | ر ا پ و ر | ک ې | ا و پ ی ک | o p e c و ي ل ی | چ ې | د | خ ا م و | ت ی ل و | ص ا د ر ا ت | د | ت ی ر و | د و ه | ل س ی ز و | ک ې | ت ر | ټ و ل و | ټ ی ټ ی | س ط ح ی | 2 . 8 | م ل ی و ن ه | ب ی ر ل و | ت ه | ر ا و ل و ي د ل ی | د ي |	295680	FEMALE
1292	9674292495995053268.wav	هر سهار وړو کلیوالو قصبو کې خلک په ګاډو کې د خپل کار ځایونو ته ځي او داسې خلکو سره خوا کې تېریږي چې د کار منزل يې هم هغه ځای دی کوم چې دوی همدا اوس پرېښود.	هر سهار وړو کلیوالو قصبو کې خلک په ګاډو کې د خپل کار ځایونو ته ځي او داسې خلکو سره خوا کې تېریږي چې د کار منزل يې هم هغه ځای دی کوم چې دوی همدا اوس پرېښود	ه ر | س ه ا ر | و ړ و | ک ل ی و ا ل و | ق ص ب و | ک ې | خ ل ک | پ ه | ګ ا ډ و | ک ې | د | خ پ ل | ک ا ر | ځ ا ی و ن و | ت ه | ځ ي | ا و | د ا س ې | خ ل ک و | س ر ه | خ و ا | ک ې | ت ې ر ی ږ ي | چ ې | د | ک ا ر | م ن ز ل | ي ې | ه م | ه غ ه | ځ ا ی | د ی | ک و م | چ ې | د و ی | ه م د ا | ا و س | پ ر ې ښ و د |	315840	MALE
705	6028948088138156926.wav	به هر صورت دي دا باید ستا لپاره د انديښنی وړ نه وي ،ځکه چې کله تورستان د موټرو د ډکولو په خاطر بدلیږی	به هر صورت دي دا باید ستا لپاره د انديښنی وړ نه وي ،ځکه چې کله تورستان د موټرو د ډکولو په خاطر بدلیږی	ب ه | ه ر | ص و ر ت | د ي | د ا | ب ا ی د | س ت ا | ل پ ا ر ه | د | ا ن د ي ښ ن ی | و ړ | ن ه | و ي | ، ځ ک ه | چ ې | ک ل ه | ت و ر س ت ا ن | د | م و ټ ر و | د | ډ ک و ل و | پ ه | خ ا ط ر | ب د ل ی ږ ی |	144000	MALE
970	14792327691393779654.wav	ددې د زړه راښکلو یوه برخه د شرکتي پرمختګ د ظاهري بڼې کمښت دي. لارې، اورګاړي او کیښتۍ کلي سره نښلوي او موټرې د بهر څخه ورته رسیدای نشي	ددې د زړه راښکلو یوه برخه د شرکتي پرمختګ د ظاهري بڼې کمښت دي لارې اورګاړي او کیښتۍ کلي سره نښلوي او موټرې د بهر څخه ورته رسیدای نشي	د د ې | د | ز ړ ه | ر ا ښ ک ل و | ی و ه | ب ر خ ه | د | ش ر ک ت ي | پ ر م خ ت ګ | د | ظ ا ه ر ي | ب ڼ ې | ک م ښ ت | د ي | ل ا ر ې | ا و ر ګ ا ړ ي | ا و | ک ی ښ ت ۍ | ک ل ي | س ر ه | ن ښ ل و ي | ا و | م و ټ ر ې | د | ب ه ر | څ خ ه | و ر ت ه | ر س ی د ا ی | ن ش ي |	177600	FEMALE
1268	8875521389636774559.wav	هوايي شرکتونه پوهیږي چې یو کم زیات چټک او په ارام د رسېدا امتیاز لپاره د الوتونکو یوه خاص مرکزي ډله شتون لري چې لوړه بیه ورکولو ته راضي دي، او دوی هم د دې مطابق ترې پیسې اخلي.	هوايي شرکتونه پوهیږي چې یو کم زیات چټک او په ارام د رسېدا امتیاز لپاره د الوتونکو یوه خاص مرکزي ډله شتون لري چې لوړه بیه ورکولو ته راضي دي او دوی هم د دې مطابق ترې پیسې اخلي	ه و ا ي ي | ش ر ک ت و ن ه | پ و ه ی ږ ي | چ ې | ی و | ک م | ز ی ا ت | چ ټ ک | ا و | پ ه | ا ر ا م | د | ر س ې د ا | ا م ت ی ا ز | ل پ ا ر ه | د | ا ل و ت و ن ک و | ی و ه | خ ا ص | م ر ک ز ي | ډ ل ه | ش ت و ن | ل ر ي | چ ې | ل و ړ ه | ب ی ه | و ر ک و ل و | ت ه | ر ا ض ي | د ي | ا و | د و ی | ه م | د | د ې | م ط ا ب ق | ت ر ې | پ ی س ې | ا خ ل ي |	313920	MALE
968	18384641386722379840.wav	دوی د يونيسکو نړیوال میراث لیست کې درج شويدي .	دوی د يونيسکو نړیوال میراث لیست کې درج شويدي	د و ی | د | ي و ن ي س ک و | ن ړ ی و ا ل | م ی ر ا ث | ل ی س ت | ک ې | د ر ج | ش و ي د ي |	92160	MALE
564	3711204721843350404.wav	څیړنی د ملا د لاندې برخی د درد مریضانو کې دا موندلی ده چې خپګان، ويره او ناورین د درد او معیوبیت تر منځ رابطه کې منځګړی دي	څیړنی د ملا د لاندې برخی د درد مریضانو کې دا موندلی ده چې خپګان ويره او ناورین د درد او معیوبیت تر منځ رابطه کې منځګړی دي	څ ی ړ ن ی | د | م ل ا | د | ل ا ن د ې | ب ر خ ی | د | د ر د | م ر ی ض ا ن و | ک ې | د ا | م و ن د ل ی | د ه | چ ې | خ پ ګ ا ن | و ي ر ه | ا و | ن ا و ر ی ن | د | د ر د | ا و | م ع ی و ب ی ت | ت ر | م ن ځ | ر ا ب ط ه | ک ې | م ن ځ ګ ړ ی | د ي |	173760	MALE
1448	8806975422718901562.wav	څو میلیونه د Incephalitis واکسینو وایلونه د حکومت لخوا هم تعهد شوي کوم چې به د صحت ادارې د راتلونکي کال لپاره آماده کولو کې مرسته وکړي.	څو میلیونه د incephalitis واکسینو وایلونه د حکومت لخوا هم تعهد شوي کوم چې به د صحت ادارې د راتلونکي کال لپاره آماده کولو کې مرسته وکړي	څ و | م ی ل ی و ن ه | د | i n c e p h a l i t i s | و ا ک س ی ن و | و ا ی ل و ن ه | د | ح ک و م ت | ل خ و ا | ه م | ت ع ه د | ش و ي | ک و م | چ ې | ب ه | د | ص ح ت | ا د ا ر ې | د | ر ا ت ل و ن ک ي | ک ا ل | ل پ ا ر ه | آ م ا د ه | ک و ل و | ک ې | م ر س ت ه | و ک ړ ي |	190080	MALE
265	2212720197522091157.wav	سټیشن د خپلو افزارونو او سامانونو نظم په ښه ډول ساتلی وه و، یواځی په اول کې په خلایې مرکز کې د ګایروسکوپ gyroscope ورکېدلو نه، تر هغې چې خلایې مزل تر پای ورسیده	سټیشن د خپلو افزارونو او سامانونو نظم په ښه ډول ساتلی وه و یواځی په اول کې په خلایې مرکز کې د ګایروسکوپ gyroscope ورکېدلو نه تر هغې چې خلایې مزل تر پای ورسیده	س ټ ی ش ن | د | خ پ ل و | ا ف ز ا ر و ن و | ا و | س ا م ا ن و ن و | ن ظ م | پ ه | ښ ه | ډ و ل | س ا ت ل ی | و ه | و | ی و ا ځ ی | پ ه | ا و ل | ک ې | پ ه | خ ل ا ی ې | م ر ک ز | ک ې | د | ګ ا ی ر و س ک و پ | g y r o s c o p e | و ر ک ې د ل و | ن ه | ت ر | ه غ ې | چ ې | خ ل ا ی ې | م ز ل | ت ر | پ ا ی | و ر س ی د ه |	244800	MALE
